,y,x
49,ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
2926,ham,Ok... U enjoy ur shows...
3221,ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
4201,ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
5438,ham,"\What are youdoing later? Sar xxx\"""""
3291,ham,Dear good morning how you feeling dear
804,ham,K I'll be there before 4.
1175,ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
2437,spam,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
3349,ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
4948,ham,I am in bus on the way to calicut
5473,ham,Ok lor Ì_ reaching then message me.
4120,ham,Yunny... I'm goin to be late
4672,ham,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?
4196,spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
2115,ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
3861,ham,"Customer place, i wil cal u sir."
1237,ham,Is ur paper in e morn or aft tmr?
3566,spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
2030,ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
3495,ham,Happy birthday... May u find ur prince charming soon n dun work too hard...
1449,ham,say thanks2. 
4697,ham,Don no da:)whats you plan?
1836,ham,Are you wet right now?
1458,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
5131,ham,That sucks. I'll go over so u can do my hair. You'll do it free right?
4394,ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
1837,ham,And how's your husband.
4759,ham,I'm home. Doc gave me pain meds says everything is fine.
2264,ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
5147,spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
4391,ham,what are your new years plans?
218,ham,I have to take exam with march 3
5527,ham,"Total disappointment, when I texted you was the craziest shit got :("
579,ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
4062,ham,How are you. Its been ages. How's abj
2553,ham,ÌÏ give me some time to walk there.
1490,ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
4268,ham,Beauty sleep can help ur pimples too.
5483,ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
4772,ham,Ok then u tell me wat time u coming later lor.
3416,ham,But i haf enuff space got like 4 mb...
4093,ham,how are you? I miss you!
1039,ham,They just talking thats it de. They wont any other.
5529,ham,What about this one then.
1253,ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
852,ham,No da if you run that it activate the full version da.
1351,ham,Yo theres no class tmrw right?
1075,ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
301,ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
4488,ham,The new deus ex game comin early next yr
5238,ham,Yeah I can still give you a ride
2476,ham,i dnt wnt to tlk wid u
4090,ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj"
2709,ham,Sorry de i went to shop.
1547,ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
1332,ham,It's ok lar. U sleep early too... Nite...
2489,ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
3036,ham,Cos darren say Ì_ considering mah so i ask Ì_...
3376,ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
1180,ham,I'm in chennai velachery:)
2927,ham,Anything...
3086,ham,So i asked how's anthony. Dad. And your bf
1555,ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
1292,ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
5528,ham,Its just the effect of irritation. Just ignore it
2433,ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\"""""
1127,ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay"
1819,ham,Dunno dat's wat he told me. Ok lor...
2706,ham,S now only i took tablets . Reaction morning only.
4950,ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
396,ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
1381,ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!"""
2078,spam,85233 FREE>Ringtone!Reply REAL
4468,ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
4260,ham,Pls dont forget to study
2577,ham,Hey whats up? U sleeping all morning?
1570,ham,No:-)i got rumour that you going to buy apartment in chennai:-)
5122,ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""""
2737,ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
4206,ham,"Lets use it next week, princess :)"
2061,ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
2157,ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
4725,ham,Jason says it's cool if we pick some up from his place in like an hour
4142,spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
5237,spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
724,ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
2354,ham,R we going with the  &lt;#&gt;  bus?
1817,ham,Well i will watch shrek in 3D!!B)
5478,ham,No probably  &lt;#&gt; %.
703,ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
4475,ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
2213,ham,"Goodmorning, today i am late for 2hrs. Because of back pain."
2981,ham,"Tonight? Yeah, I'd be down for that"
3823,ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
1743,ham,I love to wine and dine my lady!
511,ham,Prabha..i'm soryda..realy..frm heart i'm sory
1463,ham,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...
7,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
2412,spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
2272,ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
3381,ham,"Well, I meant as opposed to my drunken night of before"
4416,ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
1099,ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
4339,ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
3735,ham,Hows the street where the end of library walk is?
3521,ham,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
2903,ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
2289,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
4372,ham,Me fine..absolutly fine
5042,ham,O ic lol. Should play 9 doors sometime yo
417,spam,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
1244,ham,Now? I'm going out 4 dinner soon..
4724,ham,"There'll be a minor shindig at my place later tonight, you interested?"
5152,ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
4481,ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
143,ham,I know you are. Can you pls open the back?
520,ham,But that's on ebay it might be less elsewhere.
3997,spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
4646,ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
4085,ham,Lemme know when you're here
1507,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
785,ham,"She was supposed to be but couldn't make it, she's still in town though"
425,ham,Ok. She'll be ok. I guess
1853,ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
193,ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
